Repo,Issue-no,Issue-title,Issue-body,Issue-reaction-total-count,Issue-reaction-plus-one,Issue-reaction-minus-one,Issue-comments
okta/samples-js-react-native,82,Dependency updates,,0,0,0,0
okta/samples-js-react-native,81,Error: Your Okta URL is missing,"Hi,

I followed the instructions in the repository and set up the dev environment as follows:-

CLIENT_ID=0oa1095cz1xzfghressa
REDIRECT_URI=com.okta.dev-71921545: callback
LOGOUT_REDIRECT_URI=com.okta.dev-71921545: callback
ISSUER=https:  dev-71921545.okta.com oauth2 default

But still getting the “Error: Your Okta URL is missing” error.

Thanks,
-Sufian",0,0,0,4
okta/samples-js-react-native,80,isomorphic-webcrypto cannot ensure the security of some operations!,"Hello,

I'm getting this issue while running this app on ios.

[Mon Jun 14 2021 02:43:33.225]  LOG      
    isomorphic-webcrypto cannot ensure the security of some operations!
    Install and configure react-native-securerandom or expo-random
    If managed by Expo, run 'expo install expo-random'
  
[Mon Jun 14 2021 02:43:33.226]  ERROR    Invariant Violation: Native module cannot be null.
[Mon Jun 14 2021 02:43:33.226]  ERROR    Invariant Violation: Module AppRegistry is not a registered callable module (calling runApplication)
[Mon Jun 14 2021 02:43:34.234]  ERROR    Invariant Violation: Module AppRegistry is not a registered callable module (calling runApplication)",0,0,0,1
okta/samples-js-react-native,79,Bump browserslist from 4.16.3 to 4.16.6 in  custom-sign-in,"Bumps [browserslist](https:  github.com browserslist browserslist) from 4.16.3 to 4.16.6.
<details>
<summary>Changelog< summary>
<p><em>Sourced from <a href=""https:  github.com browserslist browserslist blob main CHANGELOG.md"">browserslist's changelog< a>.< em>< p>
<blockquote>
<h2>4.16.6< h2>
<ul>
<li>Fixed <code>npm-shrinkwrap.json< code> support in <code>--update-db< code> (by Geoff Newman).< li>
< ul>
<h2>4.16.5< h2>
<ul>
<li>Fixed unsafe RegExp (by Yeting Li).< li>
< ul>
<h2>4.16.4< h2>
<ul>
<li>Fixed unsafe RegExp.< li>
<li>Added artifactory support to <code>--update-db< code> (by Ittai Baratz).< li>
< ul>
< blockquote>
< details>
<details>
<summary>Commits< summary>
<ul>
<li><a href=""https:  github.com browserslist browserslist commit 6fe3614db05b40f9dc1c63588a83d2ada05bae75""><code>6fe3614< code>< a> Release 4.16.6 version< li>
<li><a href=""https:  github.com browserslist browserslist commit 33ebac933839847a62ede680273449f6cdca1e18""><code>33ebac9< code>< a> Update dependencies< li>
<li><a href=""https:  github.com browserslist browserslist commit 2128170f231a6c9f462276006e09f302d811df31""><code>2128170< code>< a> Add support for npm-shrinkwrap files alongside package-lock (<a href=""https:  github-redirect.dependabot.com browserslist browserslist issues 595"">#595< a>)< li>
<li><a href=""https:  github.com browserslist browserslist commit 7cc2aedd0047d800d44aa0259c02b6db1414105c""><code>7cc2aed< code>< a> Release 4.16.5 version< li>
<li><a href=""https:  github.com browserslist browserslist commit 27e4afdc68798ca93f8c01c5ea6208b4b361a704""><code>27e4afd< code>< a> Update dependencies< li>
<li><a href=""https:  github.com browserslist browserslist commit 1013a1847931a209c34a704aebc85a8c091286e7""><code>1013a18< code>< a> Fix version RegExp< li>
<li><a href=""https:  github.com browserslist browserslist commit b879a1a304def2563f42cc3d3f5711e760662be3""><code>b879a1a< code>< a> Use Node.js 16 on CI< li>
<li><a href=""https:  github.com browserslist browserslist commit bd1e9e01c95cad24be706fb11be7d151cd99ed0a""><code>bd1e9e0< code>< a> Fix ReDoS (<a href=""https:  github-redirect.dependabot.com browserslist browserslist issues 593"">#593< a>)< li>
<li><a href=""https:  github.com browserslist browserslist commit 209adf9e0051fa39a2b25354cffd493300f34b02""><code>209adf9< code>< a> Release 4.16.4 version< li>
<li><a href=""https:  github.com browserslist browserslist commit 3e2ae3b52daf7f5203247fd4f583b3bda66ea57d""><code>3e2ae3b< code>< a> Fix types< li>
<li>Additional commits viewable in <a href=""https:  github.com browserslist browserslist compare 4.16.3...4.16.6"">compare view< a>< li>
< ul>
< details>
<br  >


[![Dependabot compatibility score](https:  dependabot-badges.githubapp.com badges compatibility_score?dependency-name=browserslist&package-manager=npm_and_yarn&previous-version=4.16.3&new-version=4.16.6)](https:  docs.github.com en github managing-security-vulnerabilities about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[  ]: # (dependabot-automerge-start)
[  ]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options< summary>
<br  >

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https:  github.com okta samples-js-react-native network alerts).

< details>",0,0,0,0
okta/samples-js-react-native,78,Bump browserslist from 4.16.3 to 4.16.6 in  browser-sign-in,"Bumps [browserslist](https:  github.com browserslist browserslist) from 4.16.3 to 4.16.6.
<details>
<summary>Changelog< summary>
<p><em>Sourced from <a href=""https:  github.com browserslist browserslist blob main CHANGELOG.md"">browserslist's changelog< a>.< em>< p>
<blockquote>
<h2>4.16.6< h2>
<ul>
<li>Fixed <code>npm-shrinkwrap.json< code> support in <code>--update-db< code> (by Geoff Newman).< li>
< ul>
<h2>4.16.5< h2>
<ul>
<li>Fixed unsafe RegExp (by Yeting Li).< li>
< ul>
<h2>4.16.4< h2>
<ul>
<li>Fixed unsafe RegExp.< li>
<li>Added artifactory support to <code>--update-db< code> (by Ittai Baratz).< li>
< ul>
< blockquote>
< details>
<details>
<summary>Commits< summary>
<ul>
<li><a href=""https:  github.com browserslist browserslist commit 6fe3614db05b40f9dc1c63588a83d2ada05bae75""><code>6fe3614< code>< a> Release 4.16.6 version< li>
<li><a href=""https:  github.com browserslist browserslist commit 33ebac933839847a62ede680273449f6cdca1e18""><code>33ebac9< code>< a> Update dependencies< li>
<li><a href=""https:  github.com browserslist browserslist commit 2128170f231a6c9f462276006e09f302d811df31""><code>2128170< code>< a> Add support for npm-shrinkwrap files alongside package-lock (<a href=""https:  github-redirect.dependabot.com browserslist browserslist issues 595"">#595< a>)< li>
<li><a href=""https:  github.com browserslist browserslist commit 7cc2aedd0047d800d44aa0259c02b6db1414105c""><code>7cc2aed< code>< a> Release 4.16.5 version< li>
<li><a href=""https:  github.com browserslist browserslist commit 27e4afdc68798ca93f8c01c5ea6208b4b361a704""><code>27e4afd< code>< a> Update dependencies< li>
<li><a href=""https:  github.com browserslist browserslist commit 1013a1847931a209c34a704aebc85a8c091286e7""><code>1013a18< code>< a> Fix version RegExp< li>
<li><a href=""https:  github.com browserslist browserslist commit b879a1a304def2563f42cc3d3f5711e760662be3""><code>b879a1a< code>< a> Use Node.js 16 on CI< li>
<li><a href=""https:  github.com browserslist browserslist commit bd1e9e01c95cad24be706fb11be7d151cd99ed0a""><code>bd1e9e0< code>< a> Fix ReDoS (<a href=""https:  github-redirect.dependabot.com browserslist browserslist issues 593"">#593< a>)< li>
<li><a href=""https:  github.com browserslist browserslist commit 209adf9e0051fa39a2b25354cffd493300f34b02""><code>209adf9< code>< a> Release 4.16.4 version< li>
<li><a href=""https:  github.com browserslist browserslist commit 3e2ae3b52daf7f5203247fd4f583b3bda66ea57d""><code>3e2ae3b< code>< a> Fix types< li>
<li>Additional commits viewable in <a href=""https:  github.com browserslist browserslist compare 4.16.3...4.16.6"">compare view< a>< li>
< ul>
< details>
<br  >


[![Dependabot compatibility score](https:  dependabot-badges.githubapp.com badges compatibility_score?dependency-name=browserslist&package-manager=npm_and_yarn&previous-version=4.16.3&new-version=4.16.6)](https:  docs.github.com en github managing-security-vulnerabilities about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[  ]: # (dependabot-automerge-start)
[  ]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options< summary>
<br  >

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https:  github.com okta samples-js-react-native network alerts).

< details>",0,0,0,1
okta/samples-js-react-native,77,Bump hosted-git-info from 2.8.8 to 2.8.9 in  custom-sign-in,"Bumps [hosted-git-info](https:  github.com npm hosted-git-info) from 2.8.8 to 2.8.9.
<details>
<summary>Changelog< summary>
<p><em>Sourced from <a href=""https:  github.com npm hosted-git-info blob v2.8.9 CHANGELOG.md"">hosted-git-info's changelog< a>.< em>< p>
<blockquote>
<h2><a href=""https:  github.com npm hosted-git-info compare v2.8.8...v2.8.9"">2.8.9< a> (2021-04-07)< h2>
<h3>Bug Fixes< h3>
<ul>
<li>backport regex fix from <a href=""https:  github-redirect.dependabot.com npm hosted-git-info issues 76"">#76< a> (<a href=""https:  github.com npm hosted-git-info commit 29adfe5"">29adfe5< a>), closes <a href=""https:  github-redirect.dependabot.com npm hosted-git-info issues 84"">#84< a>< li>
< ul>
<p><!-- raw HTML omitted --><!-- raw HTML omitted -->< p>
< blockquote>
< details>
<details>
<summary>Commits< summary>
<ul>
<li><a href=""https:  github.com npm hosted-git-info commit 8d4b3697d79bcd89cdb36d1db165e3696c783a01""><code>8d4b369< code>< a> chore(release): 2.8.9< li>
<li><a href=""https:  github.com npm hosted-git-info commit 29adfe5ef789784c861b2cdeb15051ec2ba651a7""><code>29adfe5< code>< a> fix: backport regex fix from <a href=""https:  github-redirect.dependabot.com npm hosted-git-info issues 76"">#76< a>< li>
<li>See full diff in <a href=""https:  github.com npm hosted-git-info compare v2.8.8...v2.8.9"">compare view< a>< li>
< ul>
< details>
<details>
<summary>Maintainer changes< summary>
<p>This version was pushed to npm by <a href=""https:  www.npmjs.com ~nlf"">nlf< a>, a new releaser for hosted-git-info since your current version.< p>
< details>
<br  >


[![Dependabot compatibility score](https:  dependabot-badges.githubapp.com badges compatibility_score?dependency-name=hosted-git-info&package-manager=npm_and_yarn&previous-version=2.8.8&new-version=2.8.9)](https:  docs.github.com en github managing-security-vulnerabilities about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[  ]: # (dependabot-automerge-start)
[  ]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options< summary>
<br  >

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https:  github.com okta samples-js-react-native network alerts).

< details>",0,0,0,1
okta/samples-js-react-native,76,Bump hosted-git-info from 2.8.8 to 2.8.9 in  browser-sign-in,"Bumps [hosted-git-info](https:  github.com npm hosted-git-info) from 2.8.8 to 2.8.9.
<details>
<summary>Changelog< summary>
<p><em>Sourced from <a href=""https:  github.com npm hosted-git-info blob v2.8.9 CHANGELOG.md"">hosted-git-info's changelog< a>.< em>< p>
<blockquote>
<h2><a href=""https:  github.com npm hosted-git-info compare v2.8.8...v2.8.9"">2.8.9< a> (2021-04-07)< h2>
<h3>Bug Fixes< h3>
<ul>
<li>backport regex fix from <a href=""https:  github-redirect.dependabot.com npm hosted-git-info issues 76"">#76< a> (<a href=""https:  github.com npm hosted-git-info commit 29adfe5"">29adfe5< a>), closes <a href=""https:  github-redirect.dependabot.com npm hosted-git-info issues 84"">#84< a>< li>
< ul>
<p><!-- raw HTML omitted --><!-- raw HTML omitted -->< p>
< blockquote>
< details>
<details>
<summary>Commits< summary>
<ul>
<li><a href=""https:  github.com npm hosted-git-info commit 8d4b3697d79bcd89cdb36d1db165e3696c783a01""><code>8d4b369< code>< a> chore(release): 2.8.9< li>
<li><a href=""https:  github.com npm hosted-git-info commit 29adfe5ef789784c861b2cdeb15051ec2ba651a7""><code>29adfe5< code>< a> fix: backport regex fix from <a href=""https:  github-redirect.dependabot.com npm hosted-git-info issues 76"">#76< a>< li>
<li>See full diff in <a href=""https:  github.com npm hosted-git-info compare v2.8.8...v2.8.9"">compare view< a>< li>
< ul>
< details>
<details>
<summary>Maintainer changes< summary>
<p>This version was pushed to npm by <a href=""https:  www.npmjs.com ~nlf"">nlf< a>, a new releaser for hosted-git-info since your current version.< p>
< details>
<br  >


[![Dependabot compatibility score](https:  dependabot-badges.githubapp.com badges compatibility_score?dependency-name=hosted-git-info&package-manager=npm_and_yarn&previous-version=2.8.8&new-version=2.8.9)](https:  docs.github.com en github managing-security-vulnerabilities about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[  ]: # (dependabot-automerge-start)
[  ]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options< summary>
<br  >

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https:  github.com okta samples-js-react-native network alerts).

< details>",0,0,0,1
okta/samples-js-react-native,75,chore: Updates okta-react-native dependency,Update okta-react-native to version 1.11.0,0,0,0,0
okta/samples-js-react-native,74,e2e tests initialization,,0,0,0,0
okta/samples-js-react-native,73,Help with -600 Okta Oidc error?,"Hello,

I'm having an issue getting this example to work properly. Upon entering the correct login information, the app throws a error with code -600 (Okta Oidc Error). Looking at the admin logs shows that okta believes a successful login occurred. I have reached the same issue working with both browser sign in and custom sign in. I am using an Android device running Android 10. I read posts in the developer forums that mentioned building a new virtual device solved the problem, but the same error has been thrown on my physical device, and three different virtual devices. 
Has anyone run into this issue and resolved it? It seems very odd that okta reads the interaction as a success, but library receives an error. ",0,0,0,9
okta/samples-js-react-native,72,Setup E2E test runner for react native sample applications,,0,0,0,0
okta/samples-js-react-native,71,Updates outdated links readme,Replace remaining links to outdated repos,0,0,0,0
okta/samples-js-react-native,70,Update README.md,https:  github.com okta samples-js-react-native pull 69,0,0,0,0
okta/samples-js-react-native,69,Update README.md,those okta-react-native links died when the monorepo was broken up,0,0,0,3
okta/samples-js-react-native,68,Updates rn samples dependencies,,0,0,0,0
okta/samples-js-react-native,67,Update hermes path,"Hermes module changed changed it`s name, so here is a small fix to build it",0,0,0,0
okta/samples-js-react-native,66,Add debug keystore to custom sign in sample.,Closes #65,0,0,0,3
okta/samples-js-react-native,65,Debug Keystore for custom sign in app,Seems that the debug keystore needs to be added.,0,0,0,1
okta/samples-js-react-native,64,Update samples to the latest version (1.5.0).,,0,0,0,0
okta/samples-js-react-native,63,Bump node-notifier from 8.0.0 to 8.0.1 in  custom-sign-in,"Bumps [node-notifier](https:  github.com mikaelbr node-notifier) from 8.0.0 to 8.0.1.
<details>
<summary>Changelog< summary>
<p><em>Sourced from <a href=""https:  github.com mikaelbr node-notifier blob v8.0.1 CHANGELOG.md"">node-notifier's changelog< a>.< em>< p>
<blockquote>
<h3><code>v8.0.1< code>< h3>
<ul>
<li>fixes possible injection issue for notify-send< li>
< ul>
< blockquote>
< details>
<details>
<summary>Commits< summary>
<ul>
<li><a href=""https:  github.com mikaelbr node-notifier commit 5d62799dab88505a709cd032653b2320c5813fce""><code>5d62799< code>< a> v8.0.1< li>
<li><a href=""https:  github.com mikaelbr node-notifier commit 0c4a80df9a3b5015cd1e1ab858e008be3fece082""><code>0c4a80d< code>< a> chore: adds changelog< li>
<li><a href=""https:  github.com mikaelbr node-notifier commit f5a7bc647589fc89ac64b0f1d259a853fcf057bc""><code>f5a7bc6< code>< a> fix: test cases< li>
<li><a href=""https:  github.com mikaelbr node-notifier commit b9d148d697d3db807f653e2e6953c3de57dfeb8a""><code>b9d148d< code>< a> patch: fixes possible injection issue for notify-send< li>
<li>See full diff in <a href=""https:  github.com mikaelbr node-notifier compare v8.0.0...v8.0.1"">compare view< a>< li>
< ul>
< details>
<br  >


[![Dependabot compatibility score](https:  dependabot-badges.githubapp.com badges compatibility_score?dependency-name=node-notifier&package-manager=npm_and_yarn&previous-version=8.0.0&new-version=8.0.1)](https:  docs.github.com en github managing-security-vulnerabilities about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[  ]: # (dependabot-automerge-start)
[  ]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options< summary>
<br  >

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https:  github.com okta samples-js-react-native network alerts).

< details>",0,0,0,1
okta/samples-js-react-native,62,Bump node-notifier from 8.0.0 to 8.0.1 in  browser-sign-in,"Bumps [node-notifier](https:  github.com mikaelbr node-notifier) from 8.0.0 to 8.0.1.
<details>
<summary>Changelog< summary>
<p><em>Sourced from <a href=""https:  github.com mikaelbr node-notifier blob v8.0.1 CHANGELOG.md"">node-notifier's changelog< a>.< em>< p>
<blockquote>
<h3><code>v8.0.1< code>< h3>
<ul>
<li>fixes possible injection issue for notify-send< li>
< ul>
< blockquote>
< details>
<details>
<summary>Commits< summary>
<ul>
<li><a href=""https:  github.com mikaelbr node-notifier commit 5d62799dab88505a709cd032653b2320c5813fce""><code>5d62799< code>< a> v8.0.1< li>
<li><a href=""https:  github.com mikaelbr node-notifier commit 0c4a80df9a3b5015cd1e1ab858e008be3fece082""><code>0c4a80d< code>< a> chore: adds changelog< li>
<li><a href=""https:  github.com mikaelbr node-notifier commit f5a7bc647589fc89ac64b0f1d259a853fcf057bc""><code>f5a7bc6< code>< a> fix: test cases< li>
<li><a href=""https:  github.com mikaelbr node-notifier commit b9d148d697d3db807f653e2e6953c3de57dfeb8a""><code>b9d148d< code>< a> patch: fixes possible injection issue for notify-send< li>
<li>See full diff in <a href=""https:  github.com mikaelbr node-notifier compare v8.0.0...v8.0.1"">compare view< a>< li>
< ul>
< details>
<br  >


[![Dependabot compatibility score](https:  dependabot-badges.githubapp.com badges compatibility_score?dependency-name=node-notifier&package-manager=npm_and_yarn&previous-version=8.0.0&new-version=8.0.1)](https:  docs.github.com en github managing-security-vulnerabilities about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[  ]: # (dependabot-automerge-start)
[  ]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options< summary>
<br  >

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https:  github.com okta samples-js-react-native network alerts).

< details>",0,0,0,1
okta/samples-js-react-native,61,Bump ini from 1.3.5 to 1.3.7 in  browser-sign-in,"Bumps [ini](https:  github.com isaacs ini) from 1.3.5 to 1.3.7.
<details>
<summary>Commits< summary>
<ul>
<li><a href=""https:  github.com npm ini commit c74c8af35f32b801a7e82a8309eab792a95932f6""><code>c74c8af< code>< a> 1.3.7< li>
<li><a href=""https:  github.com npm ini commit 024b8b55ac1c980c6225607b007714c54eb501ba""><code>024b8b5< code>< a> update deps, add linting< li>
<li><a href=""https:  github.com npm ini commit 032fbaf5f0b98fce70c8cc380e0d05177a9c9073""><code>032fbaf< code>< a> Use Object.create(null) to avoid default object property hazards< li>
<li><a href=""https:  github.com npm ini commit 2da90391ef70db41d10f013e3a87f9a8c5d01a72""><code>2da9039< code>< a> 1.3.6< li>
<li><a href=""https:  github.com npm ini commit cfea636f534b5ca7550d2c28b7d1a95d936d56c6""><code>cfea636< code>< a> better git push script, before publish instead of after< li>
<li><a href=""https:  github.com npm ini commit 56d2805e07ccd94e2ba0984ac9240ff02d44b6f1""><code>56d2805< code>< a> do not allow invalid hazardous string as section name< li>
<li>See full diff in <a href=""https:  github.com isaacs ini compare v1.3.5...v1.3.7"">compare view< a>< li>
< ul>
< details>
<details>
<summary>Maintainer changes< summary>
<p>This version was pushed to npm by <a href=""https:  www.npmjs.com ~isaacs"">isaacs< a>, a new releaser for ini since your current version.< p>
< details>
<br  >


[![Dependabot compatibility score](https:  dependabot-badges.githubapp.com badges compatibility_score?dependency-name=ini&package-manager=npm_and_yarn&previous-version=1.3.5&new-version=1.3.7)](https:  docs.github.com en github managing-security-vulnerabilities about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[  ]: # (dependabot-automerge-start)
[  ]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options< summary>
<br  >

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https:  github.com okta samples-js-react-native network alerts).

< details>",0,0,0,1
okta/samples-js-react-native,60,Update podfiles to fix updated React dependencies,"This simplifies the way React dependencies are specified, allowing the iOS samples to be built.",0,0,0,0
okta/samples-js-react-native,59,Test Travis,,0,0,0,0
okta/samples-js-react-native,58,Update NPM dependencies.,,0,0,0,0
